,tweet_id,rating_numerator,rating_denominator,name,stage
683,788412144018661376,11.0,10.0,Dexter,None
684,788178268662984705,13.0,10.0,None,None
685,788150585577050112,13.0,10.0,Leo,None
687,788039637453406209,12.0,10.0,None,None
688,787810552592695296,11.0,10.0,Frank,None
689,787717603741622272,13.0,10.0,Tonks,puppo
690,787397959788929025,11.0,10.0,Moose,None
691,787322443945877504,10.0,10.0,Lincoln,None
693,786963064373534720,12.0,10.0,Rory,None
695,786709082849828864,75.0,10.0,Logan,None
696,786664955043049472,12.0,10.0,None,None
697,786595970293370880,11.0,10.0,Dale,None
698,786363235746385920,13.0,10.0,Rizzo,doggo
699,786286427768250368,12.0,10.0,Arnie,None
700,786233965241827333,11.0,10.0,Mattie,None
701,786051337297522688,13.0,10.0,None,puppo
703,785927819176054784,12.0,10.0,Lucy,None
704,785872687017132033,12.0,10.0,Rusty,None
705,785639753186217984,10.0,10.0,Pinot,doggo
706,785533386513321988,11.0,10.0,Dallas,None
707,785515384317313025,10.0,10.0,None,None
708,785264754247995392,12.0,10.0,Doc,None
709,785170936622350336,11.0,10.0,Hero,None
710,784826020293709826,13.0,10.0,Rusty,None
711,784517518371221505,11.0,10.0,Frankie,None
712,784431430411685888,12.0,10.0,Stormy,None
713,784183165795655680,12.0,10.0,Reginald,puppo
714,784057939640352768,12.0,10.0,Balto,None
715,783839966405230592,13.0,10.0,Riley,None
716,783821107061198850,12.0,10.0,Mairi,None
717,783695101801398276,12.0,10.0,Loomis,None
718,783466772167098368,11.0,10.0,Finn,None
719,783391753726550016,13.0,10.0,Godi,None
721,783334639985389568,12.0,10.0,Dave,None
722,783085703974514689,11.0,10.0,Earl,None
723,782969140009107456,12.0,10.0,Cali,None
724,782747134529531904,11.0,10.0,Deacon,doggo
725,782722598790725632,10.0,10.0,Penny,None
726,782598640137187329,11.0,10.0,Timmy,None
727,782305867769217024,12.0,10.0,Sampson,doggo
729,781955203444699136,11.0,10.0,Chipson,None
730,781661882474196992,5.0,10.0,None,None
731,781655249211752448,11.0,10.0,Combo,doggo
732,781524693396357120,12.0,10.0,None,None
733,781308096455073793,12.0,10.0,None,doggo
734,781251288990355457,11.0,10.0,Oakley,None
735,781163403222056960,10.0,10.0,None,None
736,780931614150983680,13.0,10.0,None,puppo
737,780858289093574656,10.0,10.0,Dash,None
738,780800785462489090,11.0,10.0,Koda,None
739,780601303617732608,12.0,10.0,Hercules,None
740,780543529827336192,12.0,10.0,None,None
743,780459368902959104,11.0,10.0,Bear,None
744,780192070812196864,11.0,10.0,None,None
746,780074436359819264,10.0,10.0,None,doggo
747,779834332596887552,11.0,10.0,Scout,None
748,779377524342161408,12.0,10.0,None,pupper
750,779123168116150273,12.0,10.0,Reggie,None
751,779056095788752897,13.0,10.0,None,None
752,778990705243029504,11.0,10.0,Jay,None
754,778764940568104960,13.0,10.0,None,None
755,778748913645780993,11.0,10.0,Mya,None
756,778650543019483137,10.0,10.0,Strider,None
757,778624900596654080,11.0,10.0,Penny,None
758,778408200802557953,14.0,10.0,None,None
760,778383385161035776,13.0,10.0,Nala,None
761,778286810187399168,11.0,10.0,Stanley,None
762,778039087836069888,12.0,10.0,None,pupper
763,778027034220126208,27.0,10.0,Sophie,pupper
765,777885040357281792,3.0,10.0,Wesley,None
766,777684233540206592,12.0,10.0,None,None
768,777621514455814149,12.0,10.0,Derek,None
769,777189768882946048,12.0,10.0,Jeffrey,None
771,776813020089548800,12.0,10.0,Solomon,None
772,776477788987613185,11.0,10.0,Huck,pupper
774,776218204058357768,13.0,10.0,None,floofer
775,776201521193218049,10.0,10.0,O,None
776,776113305656188928,11.0,10.0,Sampson,pupper
777,776088319444877312,10.0,10.0,None,None
779,775842724423557120,12.0,10.0,Blue,None
780,775733305207554048,11.0,10.0,Anakin,doggo
781,775729183532220416,13.0,10.0,None,None
782,775364825476165632,11.0,10.0,Finley,doggo
783,775350846108426240,12.0,10.0,Maximus,None
785,775085132600442880,13.0,10.0,Tucker,None
786,774757898236878852,12.0,10.0,Finley,None
787,774639387460112384,10.0,10.0,Sprinkles,None
788,774314403806253056,14.0,10.0,None,None
789,773985732834758656,11.0,10.0,Winnie,pupper
790,773922284943896577,12.0,10.0,Heinrich,None
791,773704687002451968,12.0,10.0,Loki,None
792,773670353721753600,10.0,10.0,Shakespeare,None
793,773547596996571136,11.0,10.0,Chelsea,pupper
795,773308824254029826,12.0,10.0,Bungalo,None
796,773247561583001600,10.0,10.0,Chip,None
797,773191612633579521,12.0,10.0,Grey,None
798,772877495989305348,11.0,10.0,None,None
799,772826264096874500,11.0,10.0,Roosevelt,None
801,772581559778025472,10.0,10.0,None,None
802,772193107915964416,12.0,10.0,Willem,pupper
803,772152991789019136,10.0,10.0,None,None
804,772117678702071809,12.0,10.0,Jack,None
805,772114945936949249,10.0,10.0,Finn,None
806,772102971039580160,11.0,10.0,Penny,None
807,771908950375665664,13.0,10.0,None,doggo
808,771770456517009408,11.0,10.0,Davey,None
809,771500966810099713,12.0,10.0,Dakota,None
810,771380798096281600,11.0,10.0,Fizz,None
812,771136648247640064,11.0,10.0,Dixie,None
813,771102124360998913,12.0,10.0,Charlie,None
814,771014301343748096,7.0,10.0,None,None
816,770787852854652928,10.0,10.0,Winston,None
817,770772759874076672,11.0,10.0,Sebastian,None
819,770655142660169732,11.0,10.0,very,None
820,770414278348247044,11.0,10.0,Al,None
821,770293558247038976,10.0,10.0,Jackson,None
823,770069151037685760,10.0,10.0,Carbon,None
824,769940425801170949,12.0,10.0,Klein,None
825,769695466921623552,13.0,10.0,Titan,None
827,769212283578875904,12.0,10.0,DonDon,None
828,768970937022709760,12.0,10.0,Kirby,None
830,768855141948723200,11.0,10.0,Jesse,None
831,768609597686943744,10.0,10.0,Lou,None
832,768596291618299904,12.0,10.0,Oakley,None
834,768473857036525572,11.0,10.0,Chevy,None
835,768193404517830656,8.0,10.0,Gerald,doggo
836,767884188863397888,10.0,10.0,Tito,None
837,767754930266464257,11.0,10.0,Philbert,None
838,767500508068192258,12.0,10.0,Louie,None
839,767191397493538821,13.0,10.0,None,doggo
840,767122157629476866,13.0,10.0,Rupert,None
842,766793450729734144,10.0,10.0,Rufus,None
843,766714921925144576,13.0,10.0,None,None
844,766693177336135680,11.0,10.0,Brudge,None
845,766423258543644672,9.0,10.0,Shadoe,None
846,766313316352462849,12.0,10.0,Oscar,None
848,766069199026450432,12.0,10.0,Juno,None
849,766008592277377025,11.0,10.0,Angel,None
850,765719909049503744,12.0,10.0,Brat,None
851,765669560888528897,12.0,10.0,Tove,None
852,765395769549590528,13.0,10.0,my,None
853,765371061932261376,11.0,10.0,Louie,pupper
854,765222098633691136,10.0,10.0,Gromit,None
855,764857477905154048,12.0,10.0,Aubie,None
856,764259802650378240,10.0,10.0,Kota,None
857,763956972077010945,12.0,10.0,None,doggo
858,763837565564780549,11.0,10.0,Alfie,None
859,763183847194451968,8.0,10.0,Clark,None
861,763103485927849985,10.0,10.0,Belle,None
862,762699858130116608,11.0,10.0,Leela,None
863,762471784394268675,12.0,10.0,Glenn,None
864,762464539388485633,12.0,10.0,Buddy,None
865,762316489655476224,11.0,10.0,Scout,None
866,762035686371364864,14.0,10.0,None,None
867,761976711479193600,12.0,10.0,Shelby,None
869,761745352076779520,11.0,10.0,None,None
870,761672994376806400,10.0,10.0,None,None
871,761599872357261312,11.0,10.0,Sephie,None
873,761334018830917632,10.0,10.0,Bruce,None
874,761292947749015552,11.0,10.0,Bonaparte,None
875,761227390836215808,10.0,10.0,Albert,None
876,761004547850530816,11.0,10.0,Bo,None
877,760893934457552897,11.0,10.0,Wishes,doggo
878,760656994973933572,11.0,10.0,Rose,None
879,760641137271070720,12.0,10.0,Theo,None
880,760539183865880579,12.0,10.0,Atlas,None
881,760521673607086080,12.0,10.0,None,doggo
882,760290219849637889,13.0,10.0,Rocco,None
883,760252756032651264,4.0,10.0,Fido,None
884,760190180481531904,10.0,10.0,Sadie,None
886,759943073749200896,12.0,10.0,None,pupper
887,759923798737051648,10.0,10.0,None,None
888,759846353224826880,11.0,10.0,Kirby,None
889,759793422261743616,12.0,10.0,Maggie,doggo
891,759557299618865152,10.0,10.0,Emma,None
892,759447681597108224,11.0,10.0,Oakley,None
893,759446261539934208,10.0,10.0,None,None
894,759197388317847553,12.0,10.0,Luna,None
896,759099523532779520,7.0,10.0,Toby,None
897,759047813560868866,11.0,10.0,Spencer,None
898,758854675097526272,11.0,10.0,Lilli,None
899,758828659922702336,13.0,10.0,None,doggo
900,758740312047005698,12.0,10.0,Boston,None
901,758474966123810816,11.0,10.0,Brandonald,None
902,758467244762497024,,,None,None
903,758405701903519748,10.0,10.0,Odie,None
904,758355060040593408,11.0,10.0,Corey,None
905,758099635764359168,13.0,10.0,None,None
906,758041019896193024,9.0,10.0,None,None
907,757741869644341248,10.0,10.0,Leonard,None
909,757725642876129280,11.0,10.0,Beckham,None
910,757611664640446465,12.0,10.0,Cooper,None
912,757596066325864448,4.0,10.0,None,None
913,757400162377592832,13.0,10.0,None,None
914,757393109802180609,10.0,10.0,None,doggo
915,757354760399941633,8.0,10.0,Devón,None
916,756998049151549440,11.0,10.0,Oliver,None
917,756939218950160384,12.0,10.0,Jax,pupper
918,756651752796094464,11.0,10.0,Gert,None
919,756526248105566208,13.0,10.0,None,doggo
920,756303284449767430,11.0,10.0,None,None
921,756288534030475264,12.0,10.0,None,None
922,756275833623502848,10.0,10.0,None,puppo
923,755955933503782912,12.0,10.0,None,pupper
924,755206590534418437,14.0,10.0,one,doggo
925,755110668769038337,13.0,10.0,Watson,None
927,754856583969079297,11.0,10.0,Winnie,None
928,754747087846248448,12.0,10.0,Keith,None
929,754482103782404096,10.0,10.0,Milo,None
930,754449512966619136,11.0,10.0,Dex,None
931,754120377874386944,10.0,10.0,None,None
932,754011816964026368,12.0,10.0,Charlie,None
933,753655901052166144,10.0,10.0,None,None
934,753420520834629632,11.0,10.0,None,None
935,753398408988139520,12.0,10.0,Scout,None
936,753375668877008896,8.0,10.0,Hank,None
938,753294487569522689,11.0,10.0,Ace,None
939,753039830821511168,13.0,10.0,None,None
940,753026973505581056,10.0,10.0,Tayzie,None
941,752932432744185856,12.0,10.0,Carl,None
942,752917284578922496,11.0,10.0,Grizzie,None
944,752682090207055872,10.0,10.0,None,doggo
945,752660715232722944,10.0,10.0,None,doggo
946,752568224206688256,9.0,10.0,None,None
947,752519690950500352,11.0,10.0,None,puppo
948,752334515931054080,8.0,10.0,None,doggo
950,752173152931807232,12.0,10.0,Brody,None
951,751950017322246144,13.0,10.0,Lola,pupper
952,751937170840121344,11.0,10.0,Ruby,None
953,751830394383790080,12.0,10.0,Tucker,None
954,751793661361422336,11.0,10.0,Fred,None
955,751598357617971201,13.0,10.0,Toby,None
956,751583847268179968,5.0,10.0,None,doggo
957,751538714308972544,10.0,10.0,Max,None
958,751456908746354688,12.0,10.0,None,pupper
959,751251247299190784,10.0,10.0,Gilbert,None
960,751205363882532864,12.0,10.0,None,None
961,751132876104687617,10.0,10.0,Cooper,puppo
962,750868782890057730,11.0,10.0,Milo,pupper
963,750719632563142656,12.0,10.0,Meyer,None
964,750506206503038976,8.0,10.0,Malcolm,pupper
965,750429297815552001,12.0,10.0,Arnie,None
966,750383411068534784,9.0,10.0,Zoe,pupper
967,750381685133418496,13.0,10.0,None,doggo
968,750147208377409536,13.0,10.0,None,None
969,750132105863102464,11.0,10.0,Stewie,None
970,750117059602808832,10.0,10.0,Calvin,None
971,750101899009982464,11.0,10.0,Lilah,None
972,750086836815486976,12.0,10.0,Spanky,None
973,750071704093859840,10.0,10.0,None,pupper
974,750056684286914561,11.0,10.0,Jameson,None
975,750041628174217216,13.0,10.0,Beau,None
976,750026558547456000,10.0,10.0,Jax,None
977,750011400160841729,11.0,10.0,Piper,doggo
978,749996283729883136,12.0,10.0,Bo,None
979,749981277374128128,1776.0,10.0,Atticus,None
980,749774190421639168,12.0,10.0,Lucy,None
981,749417653287129088,11.0,10.0,Finn,pupper
982,749403093750648834,10.0,10.0,None,None
983,749395845976588288,10.0,10.0,George,None
984,749317047558017024,12.0,10.0,Blu,floofer
985,749075273010798592,11.0,10.0,Boomer,doggo
986,749064354620928000,11.0,10.0,Winston,None
987,749036806121881602,8.0,10.0,Dietrich,None
988,748977405889503236,10.0,10.0,not,None
989,748932637671223296,13.0,10.0,Divine,doggo
990,748705597323898880,13.0,10.0,None,None
991,748699167502000129,11.0,10.0,Tripp,None
992,748692773788876800,10.0,10.0,his,doggo
993,748575535303884801,6.0,10.0,one,None
994,748568946752774144,12.0,10.0,Cora,None
995,748346686624440324,10.0,10.0,None,None
996,748337862848962560,13.0,10.0,None,pupper
997,748324050481647620,11.0,10.0,Duke,None
998,748307329658011649,7.0,10.0,None,None
999,748220828303695873,13.0,10.0,None,None
1000,747963614829678593,10.0,10.0,None,pupper
1001,747933425676525569,11.0,10.0,None,None
1002,747885874273214464,8.0,10.0,None,None
1003,747844099428986880,11.0,10.0,Huxley,None
1004,747816857231626240,4.0,10.0,None,None
1005,747651430853525504,12.0,10.0,None,pupper
1006,747648653817413632,12.0,10.0,Keurig,None
1007,747600769478692864,10.0,10.0,Bookstore,None
1008,747594051852075008,11.0,10.0,None,None
1009,747512671126323200,10.0,10.0,None,None
1010,747461612269887489,10.0,10.0,None,None
1011,747439450712596480,12.0,10.0,Linus,None
1013,747219827526344708,11.0,10.0,Atticus,None
1014,747204161125646336,10.0,10.0,Clark,None
1015,747103485104099331,11.0,10.0,None,None
1016,746906459439529985,0.0,10.0,None,None
1017,746872823977771008,11.0,10.0,None,None
1018,746818907684614144,13.0,10.0,None,None
1019,746790600704425984,10.0,10.0,None,None
1020,746757706116112384,11.0,10.0,Maddie,None
1021,746726898085036033,12.0,10.0,Abby,None
1022,746542875601690625,11.0,10.0,None,floofer
1024,746507379341139972,10.0,10.0,Shiloh,None
1025,746369468511756288,9.0,10.0,None,None
1026,746131877086527488,10.0,10.0,Gustav,None
1027,746056683365994496,11.0,10.0,Arlen,None
1028,745789745784041472,10.0,10.0,Gus,None
1029,745712589599014916,7.0,10.0,Percy,None
1030,745433870967832576,10.0,10.0,Lenox,doggo
1031,745422732645535745,9.0,10.0,very,None
1032,745314880350101504,12.0,10.0,Sugar,None
1033,745074613265149952,11.0,10.0,Jeffrey,None
1034,745057283344719872,12.0,10.0,Oliver,None
1035,744995568523612160,9.0,10.0,Abby,puppo
1036,744971049620602880,12.0,10.0,Indie,None
1037,744709971296780288,10.0,10.0,Harvey,None
1038,744334592493166593,11.0,10.0,Blanket,None
1039,744234799360020481,13.0,10.0,None,doggo
1040,744223424764059648,12.0,10.0,actually,pupper
1041,743980027717509120,11.0,10.0,Geno,None
1042,743895849529389061,10.0,10.0,None,None
1044,743609206067040256,10.0,10.0,Stark,None
1045,743595368194129920,7.0,10.0,Harold,None
1046,743545585370791937,11.0,10.0,Bentley,None
1047,743510151680958465,13.0,10.0,Beya,None
1048,743253157753532416,10.0,10.0,Kilo,puppo
1049,743222593470234624,12.0,10.0,None,pupper
1050,743210557239623680,10.0,10.0,Kayla,None
1051,742534281772302336,11.0,10.0,None,doggo
1052,742528092657332225,10.0,10.0,Maxaroni,None
1053,742465774154047488,14.0,10.0,None,pupper
1054,742423170473463808,12.0,10.0,Bell,None
1055,742385895052087300,11.0,10.0,Phil,None
1056,742161199639494656,12.0,10.0,Doug,None
1057,742150209887731712,8.0,10.0,Edmund,pupper
1058,741793263812808706,10.0,10.0,None,None
1059,741743634094141440,11.0,10.0,Aqua,pupper
1060,741438259667034112,9.0,10.0,Tucker,None
1061,741303864243200000,12.0,10.0,Theodore,None
1062,741099773336379392,11.0,10.0,Ted,None
1063,741067306818797568,12.0,10.0,just,doggo
1064,740995100998766593,10.0,10.0,Leo,None
1065,740711788199743490,9.0,10.0,None,None
1066,740699697422163968,8.0,10.0,Chip,None
1067,740676976021798912,11.0,10.0,Baloo,pupper
1068,740373189193256964,,,None,None
1069,740365076218183684,10.0,10.0,None,None
1070,740359016048689152,9.0,10.0,Chase,None
1071,740214038584557568,10.0,10.0,getting,None
1072,739979191639244800,12.0,10.0,Nollie,None
1073,739932936087216128,10.0,10.0,Rorie,None
1074,739844404073074688,12.0,10.0,Simba,None
1075,739623569819336705,12.0,10.0,None,doggo
1076,739606147276148736,9.0,10.0,Benji,pupper
1077,739544079319588864,10.0,10.0,None,None
1078,739485634323156992,6.0,10.0,Kyle,None
1079,739238157791694849,13.0,10.0,None,doggo
1080,738891149612572673,13.0,10.0,None,None
1081,738885046782832640,11.0,10.0,Charles,None
1082,738883359779196928,10.0,10.0,None,None
1083,738537504001953792,11.0,10.0,Bayley,puppo
1084,738402415918125056,10.0,10.0,None,None
1085,738184450748633089,9.0,10.0,None,None
1086,738166403467907072,12.0,10.0,Axel,None
1087,738156290900254721,10.0,10.0,Storkson,None
1088,737826014890496000,10.0,10.0,Remy,None
1089,737800304142471168,10.0,10.0,Bella,None
1090,737678689543020544,11.0,10.0,None,None
1091,737445876994609152,13.0,10.0,None,floofer
1092,737322739594330112,9.0,10.0,Lily,None
1093,737310737551491075,13.0,10.0,None,None
1094,736736130620620800,13.0,10.0,Chadrick,None
1095,736392552031657984,13.0,10.0,mad,pupper
1096,736365877722001409,11.0,10.0,Rory,pupper
1097,736225175608430592,10.0,10.0,very,None
1098,736010884653420544,10.0,10.0,None,None
1099,735991953473572864,11.0,10.0,Maxaroni,None
1100,735648611367784448,12.0,10.0,None,pupper
1101,735635087207878657,11.0,10.0,Dakota,None
1102,735274964362878976,11.0,10.0,None,None
1103,735256018284875776,8.0,10.0,Kellogg,doggo
1104,735137028879360001,9.0,10.0,Buckley,pupper
1105,734912297295085568,10.0,10.0,Jax,None
1106,734787690684657664,13.0,10.0,None,None
1107,734776360183431168,11.0,10.0,Livvie,None
1108,734559631394082816,10.0,10.0,None,None
1109,733828123016450049,10.0,10.0,Terry,None
1110,733822306246479872,10.0,10.0,Moose,floofer
1111,733482008106668032,10.0,10.0,None,None
1112,733460102733135873,11.0,10.0,Hermione,None
1113,733109485275860992,12.0,10.0,None,doggo
1114,732732193018155009,12.0,10.0,Ralpher,None
1115,732726085725589504,11.0,10.0,Aldrick,None
1116,732585889486888962,10.0,10.0,None,None
1117,732375214819057664,11.0,10.0,Kyle,doggo
1118,732005617171337216,11.0,10.0,Larry,None
1119,731285275100512256,12.0,10.0,Solomon,None
1120,731156023742988288,,,this,None
1121,730924654643314689,9.0,10.0,unacceptable,None
1122,730573383004487680,10.0,10.0,Rooney,pupper
1123,730427201120833536,11.0,10.0,Crystal,None
1124,730211855403241472,11.0,10.0,Ziva,None
1125,730196704625098752,6.0,10.0,Charles,None
1126,729854734790754305,11.0,10.0,Ollie,None
1127,729838605770891264,12.0,10.0,None,None
1128,729823566028484608,13.0,10.0,Stefan,None
1129,729463711119904772,13.0,10.0,Pupcasso,None
1130,729113531270991872,10.0,10.0,None,None
1131,728986383096946689,11.0,10.0,Puff,None
1132,728760639972315136,13.0,10.0,None,None
1133,728751179681943552,10.0,10.0,Flurpson,None
1134,728653952833728512,8.0,10.0,Coleman,None
1135,728409960103686147,10.0,10.0,Wallace,None
1136,728387165835677696,12.0,10.0,Enchilada,None
1137,728046963732717569,11.0,10.0,Raymond,None
1138,728035342121635841,12.0,10.0,all,pupper
1139,728015554473250816,11.0,10.0,Rueben,pupper
1140,727685679342333952,12.0,10.0,Cilantro,None
1141,727644517743104000,13.0,10.0,None,doggo
1142,727524757080539137,10.0,10.0,None,pupper
1143,727314416056803329,11.0,10.0,None,pupper
1144,727286334147182592,9.0,10.0,None,None
1145,727175381690781696,10.0,10.0,Karll,None
1146,727155742655025152,11.0,10.0,None,None
1147,726935089318363137,12.0,10.0,Sprout,None
1148,726887082820554753,10.0,10.0,Blitz,None
1149,726828223124897792,12.0,10.0,Bloop,None
1150,726224900189511680,9.0,10.0,None,None
1151,725842289046749185,12.0,10.0,Colby,None
1152,725786712245440512,11.0,10.0,Lillie,pupper
1153,725729321944506368,12.0,10.0,Lola,None
1154,725458796924002305,13.0,10.0,None,None
1155,724983749226668032,12.0,10.0,Fred,None
1156,724771698126512129,11.0,10.0,None,doggo
1157,724405726123311104,10.0,10.0,Ashleigh,pupper
1158,724049859469295616,10.0,10.0,Kreggory,None
1159,724046343203856385,10.0,10.0,Sarge,None
1160,724004602748780546,11.0,10.0,Luther,pupper
1161,723912936180330496,12.0,10.0,Sugar,None
1162,723688335806480385,12.0,10.0,Reginald,None
1163,723673163800948736,10.0,10.0,Ivar,None
1164,723179728551723008,8.0,10.0,Jangle,None
1165,722974582966214656,,,None,None
1166,722613351520608256,12.0,10.0,Schnitzel,None
1167,721503162398597120,11.0,10.0,Panda,None
1168,721001180231503872,11.0,10.0,Oliver,pupper
1169,720785406564900865,12.0,10.0,Archie,None
1170,720775346191278080,10.0,10.0,Berkeley,None
1171,720415127506415616,10.0,10.0,None,None
1172,720389942216527872,11.0,10.0,Ralphé,None
1173,720340705894408192,10.0,10.0,Derek,pupper
1174,720059472081784833,9.0,10.0,Charleson,None
1175,720043174954147842,11.0,10.0,Neptune,None
1176,719991154352222208,10.0,10.0,None,doggo
1177,719704490224398336,12.0,10.0,Clyde,pupper
1178,719551379208073216,10.0,10.0,Harnold,None
1179,719367763014393856,11.0,10.0,Sid,None
1180,719339463458033665,10.0,10.0,Lucy,None
1181,719332531645071360,11.0,10.0,Pippa,None
1182,718971898235854848,10.0,10.0,Sadie,None
1183,718939241951195136,12.0,10.0,Otis,None
1184,718631497683582976,10.0,10.0,None,None
1185,718613305783398402,11.0,10.0,Carper,None
1186,718540630683709445,10.0,10.0,None,None
1187,718460005985447936,9.0,10.0,Bowie,None
1188,718454725339934721,13.0,10.0,None,None
1189,718246886998687744,3.0,10.0,Alexanderson,None
1190,718234618122661888,11.0,10.0,Suki,None
1191,717841801130979328,11.0,10.0,Barclay,None
1192,717790033953034240,10.0,10.0,None,pupper
1193,717537687239008257,11.0,10.0,None,None
1194,717428917016076293,11.0,10.0,Skittle,None
1195,717421804990701568,9.0,10.0,Ebby,None
1196,717047459982213120,12.0,10.0,Flávio,None
1197,717009362452090881,10.0,10.0,Smokey,pupper
1198,716802964044845056,10.0,10.0,Link,None
1199,716791146589110272,11.0,10.0,Jennifur,None
1200,716730379797970944,12.0,10.0,None,None
1201,716447146686459905,13.0,10.0,Ozzy,pupper
1202,716439118184652801,,,Bluebert,None
1203,716285507865542656,12.0,10.0,Stephanus,None
1204,716080869887381504,11.0,10.0,None,doggo
1205,715928423106027520,11.0,10.0,Bubbles,None
1206,715758151270801409,13.0,10.0,old,None
1207,715733265223708672,10.0,10.0,None,None
1208,715704790270025728,11.0,10.0,Bentley,None
1209,715696743237730304,10.0,10.0,Toby,None
1210,715680795826982913,12.0,10.0,Zeus,None
1211,715360349751484417,11.0,10.0,Bertson,None
1212,715342466308784130,10.0,10.0,Oscar,None
1213,715220193576927233,10.0,10.0,Nico,None
1214,715200624753819648,12.0,10.0,Michelangelope,None
1215,715009755312439296,12.0,10.0,Siba,None
1216,714982300363173890,9.0,10.0,Calbert,None
1217,714962719905021952,12.0,10.0,None,None
1218,714957620017307648,10.0,10.0,Curtis,None
1219,714631576617938945,4.0,10.0,Benedict,None
1220,714606013974974464,12.0,10.0,None,None
1221,714485234495041536,10.0,10.0,Blitz,None
1222,714258258790387713,10.0,10.0,Travis,None
1223,714251586676113411,8.0,10.0,Thumas,None
1224,714214115368108032,13.0,10.0,None,None
1225,714141408463036416,10.0,10.0,None,None
1226,713919462244790272,12.0,10.0,Kanu,None
1227,713909862279876608,12.0,10.0,Doug,None
1228,713900603437621249,,,None,None
1229,713761197720473600,12.0,10.0,Piper,None
1230,713411074226274305,11.0,10.0,None,None
1231,713177543487135744,10.0,10.0,Lance,None
1232,713175907180089344,10.0,10.0,Opie,None
1233,712809025985978368,10.0,10.0,Stubert,None
1234,712717840512598017,10.0,10.0,None,None
1235,712668654853337088,10.0,10.0,Sunny,None
1236,712438159032893441,11.0,10.0,Kane,None
1237,712309440758808576,12.0,10.0,None,pupper
1238,712097430750289920,10.0,10.0,None,None
1239,712092745624633345,7.0,10.0,Steven,None
1240,712085617388212225,11.0,10.0,Olive,None
1241,712065007010385924,6.0,10.0,Chester,None
1243,711968124745228288,10.0,10.0,Winston,pupper
1244,711743778164514816,11.0,10.0,Roosevelt,None
1245,711732680602345472,10.0,10.0,None,None
1246,711694788429553666,13.0,10.0,None,None
1247,711652651650457602,9.0,10.0,Gary,None
1248,711363825979756544,11.0,10.0,None,None
1249,711306686208872448,3.0,10.0,None,None
1250,711008018775851008,11.0,10.0,Chuckles,pupper
1251,710997087345876993,12.0,10.0,Milo,None
1252,710844581445812225,10.0,10.0,Staniel,None
1253,710833117892898816,12.0,10.0,Sora,None
1254,710658690886586372,,,None,None
1255,710609963652087808,12.0,10.0,None,None
1256,710588934686908417,12.0,10.0,Beemo,None
1257,710296729921429505,12.0,10.0,Oshie,None
1258,710283270106132480,11.0,10.0,Gunner,None
1259,710272297844797440,11.0,10.0,infuriating,None
1260,710269109699739648,13.0,10.0,None,None
1261,710153181850935296,11.0,10.0,Lacy,None
1262,710140971284037632,8.0,10.0,Tater,None
1263,710117014656950272,11.0,10.0,None,pupper
1264,709918798883774466,12.0,10.0,Watson,None
1265,709901256215666688,12.0,10.0,None,None
1266,709852847387627521,12.0,10.0,None,None
1267,709566166965075968,12.0,10.0,Olaf,None
1268,709556954897764353,12.0,10.0,Cecil,None
1269,709519240576036864,9.0,10.0,Vince,None
